GearInfo_Clothes.byaml:

Addition;Brand;CatalogueOrder;HideBody;HideEar;HowToGet;Id;IsHideFoot;IsHideHair;IsUnisex;Material;ModelName;Name;Price;Progress;Rarity;Skill0;Skill1;W3CUTCFrom;
0;B04;2004;BodyArmHalf;;cShop;2004;0;0;0;Cloth;Clt_TEL004;TEL004;800;Finish;0;Defense_Up;None;;
0;B08;2005;BodyArmHalf;;cShop;2005;0;0;0;Cloth;Clt_TEL005;TEL005;700;Finish;0;RespawnRadar;None;;
0;B03;2006;BodyArmHalf;;cShop;2006;0;0;0;Cloth;Clt_TEL006;TEL006;800;Finish;0;SquidMove_Up;None;;
0;B03;2007;BodyArmHalf;;cShop;2007;0;0;0;Cloth;Clt_TEL007;TEL007;800;Finish;0;JumpTime_Save;None;;
3;B00;2008;BodyArmAll;;cShop;2008;0;0;0;Cloth;Clt_TEL008;TEL008;600;Finish;0;InkRecovery_Up;None;;
0;B09;2009;BodyArmAll;;cShop;2009;0;0;0;Cloth;Clt_TEL009;TEL009;700;Finish;0;SquidMoveSpatter_Reduction;None;;
0;B00;2010;BodyArmAll;;cShop;2010;0;0;0;Cloth;Clt_TEL010;TEL010;600;Finish;0;DeathMarking;None;;
0;B01;2011;BodyArmAll;;cShop;2011;0;0;0;Cloth;Clt_TEL011;TEL011;500;Finish;0;SpecialTime_Up;None;;
3;B09;2012;BodyArmAll;;cShop;2012;0;0;0;Cloth;Clt_TEL012;TEL012;700;Finish;0;JumpTime_Save;None;;
0;B00;3000;BodyArmAll;;cShop;3000;0;0;0;Cloth;Clt_TLY000;TLY000;500;Finish;0;RespawnSpecialGauge_Save;None;;
0;B00;3001;BodyArmAll;;cShop;3001;0;0;0;Cloth;Clt_TLY001;TLY001;500;Finish;0;JumpTime_Save;None;;
0;B00;3002;BodyArmAll;;cShop;3002;0;0;0;Cloth;Clt_TLY002;TLY002;600;Finish;0;SpecialIncrease_Up;None;;
0;B00;3003;BodyArmAll;;cShop;3003;0;0;0;Cloth;Clt_TLY003;TLY003;500;Finish;0;MainInk_Save;None;;
0;B01;3004;BodyArmAll;;cShop;3004;0;0;0;Cloth;Clt_TLY004;TLY004;600;Finish;0;Attack_Up;None;;
1;B00;3005;BodyArmAll;;cShop;3005;0;0;0;Cloth;Clt_TLY005;TLY005;8500;Finish;2;HumanMove_Up;None;;
0;B11;3006;BodyArmHalf;;cShop;3006;0;0;0;Cloth;Clt_TLY006;TLY006;1800;Finish;1;SubInk_Save;None;;
0;B10;3007;BodyArmAll;;cShop;3007;0;0;0;Cloth;Clt_TLY007;TLY007;800;Finish;0;Attack_Up;None;;
0;B11;3008;BodyArmHalf;;cShop;3008;0;0;0;Cloth;Clt_TLY008;TLY008;2500;Finish;1;RespawnSpecialGauge_Save;None;;
1;B05;3009;Body;;cShop;3009;0;0;0;Cloth;Clt_TLY009;TLY009;1500;Finish;1;RespawnSpecialGauge_Save;None;;
0;B08;4000;Body;;cShop;4000;0;0;1;Cloth;Clt_PLO000;PLO000;400;Finish;0;SquidMoveSpatter_Reduction;None;;
0;B11;4001;BodyArmAll;;cShop;4001;0;0;1;Cloth;Clt_PLO001;PLO001;2300;Finish;1;HumanMove_Up;None;;
0;B11;4002;BodyArmAll;;cShop;4002;0;0;1;Cloth;Clt_PLO002;PLO002;700;Finish;0;RespawnTime_Save;None;;
0;B08;4003;Body;;cShop;4003;0;0;1;Cloth;Clt_PLO003;PLO003;400;Finish;0;MarkingCancel;None;;
3;B04;4004;Body;;cShop;4004;0;0;1;Cloth;Clt_PLO004;PLO004;500;Finish;0;RespawnRadar;None;;
1;B01;4005;Body;;cShop;4005;0;0;0;Cloth;Clt_PLO005;PLO005;2900;Finish;1;MarkingCancel;None;;
1;B10;4006;Body;;cShop;4006;0;0;0;Cloth;Clt_PLO006;PLO006;8900;Finish;2;Defense_Up;None;;
3;B11;4007;Body;None;cShop;4007;0;0;1;Cloth;Clt_PLO007;PLO007;1800;Finish;1;Defense_Up;None;;
3;B11;4008;Body;None;cShop;4008;0;0;1;Cloth;Clt_PLO008;PLO008;800;Finish;0;Attack_Up;None;;
0;B09;5000;BodyArmAll;;cShop;5000;0;0;1;Cloth;Clt_JKT000;JKT000;11000;Finish;2;RespawnRadar;None;;
0;B09;5002;BodyArmAll;;cShop;5002;0;0;1;Cloth;Clt_JKT002;JKT002;3000;Finish;1;SpecialTime_Up;None;;
0;B04;5003;BodyArmAll;;cShop;5003;0;0;1;Cloth;Clt_JKT003;JKT003;12000;Finish;2;Attack_Up;None;;
1;B01;5004;BodyArmAll;;cShop;5004;0;0;1;Cloth;Clt_JKT004;JKT004;3000;Finish;1;SquidMoveSpatter_Reduction;None;;
1;B08;5005;BodyArmAll;None;cShop;5005;0;0;1;Cloth;Clt_JKT005;JKT005;1700;Finish;1;RespawnRadar;None;;
1;B03;5006;BodyArmAll;None;cShop;5006;0;0;1;Cloth;Clt_JKT006;JKT006;10100;Finish;2;BombDistance_Up;None;;
1;B03;5007;BodyArmAll;None;cShop;5007;0;0;1;Cloth;Clt_JKT007;JKT007;11800;Finish;2;SpecialTime_Up;None;;
1;B01;5008;BodyArmAll;None;cShop;5008;0;0;1;Cloth;Clt_JKT008;JKT008;9000;Finish;2;RespawnTime_Save;None;;
1;B08;5009;BodyArmAll;None;cShop;5009;0;0;1;Cloth;Clt_JKT009;JKT009;700;Finish;0;SpecialIncrease_Up;None;;
3;B05;5010;BodyArmAll;None;cShop;5010;0;0;1;Cloth;Clt_JKT010;JKT010;2900;Finish;1;HumanMove_Up;None;;
3;B05;5011;BodyArmAll;None;cShop;5011;0;0;1;Cloth;Clt_JKT011;JKT011;2700;Finish;1;DeathMarking;None;;
3;B05;5012;BodyArmAll;None;cShop;5012;0;0;1;Cloth;Clt_JKT012;JKT012;11000;Finish;2;BombDistance_Up;None;;
3;B05;5013;BodyArmAll;None;cShop;5013;0;0;1;Cloth;Clt_JKT013;JKT013;3000;Finish;1;MainInk_Save;None;;
3;B04;5014;BodyArmAll;None;cShop;5014;0;0;1;Cloth;Clt_JKT014;JKT014;8900;Finish;2;RespawnTime_Save;None;;
3;B04;5015;BodyArmAll;None;cShop;5015;0;0;1;Cloth;Clt_JKT015;JKT015;2900;Finish;1;SpecialIncrease_Up;None;;
3;B02;5016;BodyArmAll;None;cShop;5016;0;0;1;Cloth;Clt_JKT016;JKT016;800;Finish;0;HumanMove_Up;None;;
0;B01;6000;Body;;cShop;6000;0;0;1;Cloth;Clt_TNK000;TNK000;2300;Finish;1;RespawnSpecialGauge_Save;None;;
0;B01;6001;None;;cShop;6001;0;0;0;Cloth;Clt_TNK001;TNK001;800;Finish;0;SubInk_Save;None;;
1;B13;6002;Body;;cShop;6002;0;0;0;Cloth;Clt_TNK002;TNK002;2000;Finish;1;Attack_Up;None;2015-08-05T03:00+09:00;
0;B08;7000;BodyArmAll;;cShop;7000;0;0;1;Cloth;Clt_SWT000;SWT000;800;Finish;0;SquidMove_Up;None;;
0;B00;7001;BodyArmAll;;cShop;7001;0;0;1;Cloth;Clt_SWT001;SWT001;800;Finish;0;BombDistance_Up;None;;
0;B00;7002;BodyArmAll;;cShop;7002;0;0;1;Cloth;Clt_SWT002;SWT002;9000;Finish;2;Defense_Up;None;;
0;B06;7003;BodyArmAll;;cShop;7003;0;0;1;Cloth;Clt_SWT003;SWT003;2500;Finish;1;BombDistance_Up;None;;
1;B08;7004;BodyArmAll;;cShop;7004;0;0;1;Cloth;Clt_SWT004;SWT004;800;Finish;0;Attack_Up;None;;
3;B04;7005;BodyArmAll;;cShop;7005;0;0;1;Cloth;Clt_SWT005;SWT005;800;Finish;0;SpecialTime_Up;None;;
0;B00;7006;BodyArmAll;;cShop;7006;0;0;1;Cloth;Clt_SWT006;SWT006;3000;Finish;1;MarkingCancel;None;;
3;B03;8000;BodyArmAll;;cShop;8000;0;0;1;Cloth;Clt_SHT000;SHT000;800;Finish;0;MainInk_Save;None;;
3;B02;8001;BodyArmAll;;cShop;8001;0;0;1;Cloth;Clt_SHT001;SHT001;750;Finish;0;JumpTime_Save;None;;
0;B04;8002;BodyArmAll;;cShop;8002;0;0;1;Cloth;Clt_SHT002;SHT002;2000;Finish;1;BombDistance_Up;None;;
0;B08;8003;Body;;cShop;8003;0;0;1;Cloth;Clt_SHT003;SHT003;1800;Finish;1;InkRecovery_Up;None;;
0;B01;8004;Body;;cShop;8004;0;0;1;Cloth;Clt_SHT004;SHT004;700;Finish;0;HumanMove_Up;None;;
0;B05;8005;Body;;cShop;8005;0;0;1;Cloth;Clt_SHT005;SHT005;700;Finish;0;InkRecovery_Up;None;;
0;B04;8006;BodyArmAll;;cShop;8006;0;0;1;Cloth;Clt_SHT006;SHT006;2000;Finish;1;MainInk_Save;None;;
0;B08;8007;BodyArmAll;;cShop;8007;0;0;1;Cloth;Clt_SHT007;SHT007;2200;Finish;1;Defense_Up;None;;
0;B06;8008;BodyArmAll;;cShop;8008;0;0;1;Cloth;Clt_SHT008;SHT008;10000;Finish;2;SpecialIncrease_Up;None;;
1;B04;8009;BodyArmAll;;cShop;8009;0;0;1;Cloth;Clt_SHT009;SHT009;2800;Finish;1;JumpTime_Save;None;;
0;B03;8010;BodyArmAll;;cShop;8010;0;0;1;Cloth;Clt_SHT010;SHT010;9000;Finish;2;DeathMarking;None;;
1;B03;8011;Body;;cShop;8011;0;0;1;Cloth;Clt_SHT011;SHT011;600;Finish;0;SubInk_Save;None;;
1;B04;8012;Body;;cShop;8012;0;0;1;Cloth;Clt_SHT012;SHT012;2900;Finish;1;InkRecovery_Up;None;;
0;B08;8013;BodyArmAll;;cShop;8013;0;0;1;Cloth;Clt_SHT013;SHT013;2200;Finish;1;JumpTime_Save;None;;
0;B08;8014;Body;;cShop;8014;0;0;1;Cloth;Clt_SHT014;SHT014;700;Finish;0;BombDistance_Up;None;;
1;B08;8015;BodyArmAll;;cShop;8015;0;0;1;Cloth;Clt_SHT015;SHT015;8400;Finish;2;RespawnSpecialGauge_Save;None;;
1;B14;8016;Body;;cShop;8016;0;0;1;Cloth;Clt_SHT016;SHT016;2000;Finish;1;RespawnTime_Save;None;;
0;B09;9000;BodyArmAll;;cShop;9000;0;0;1;Cloth;Clt_VST000;VST000;11000;Finish;2;SquidMove_Up;None;;
3;B09;9001;BodyArmAll;;cShop;9001;0;0;1;Cloth;Clt_VST001;VST001;11000;Finish;2;InkRecovery_Up;None;;
0;B06;9002;BodyArmAll;;cShop;9002;0;0;1;Cloth;Clt_VST002;VST002;10000;Finish;2;MarkingCancel;None;;
0;B06;9003;Body;;cShop;9003;0;0;1;Cloth;Clt_VST003;VST003;3000;Finish;1;DeathMarking;None;;
1;B02;9004;BodyArmAll;;cShop;9004;0;0;1;Cloth;Clt_VST004;VST004;800;Finish;0;SpecialTime_Up;None;;
3;B02;9005;BodyArmAll;;cShop;9005;0;0;1;Cloth;Clt_VST005;VST005;650;Finish;0;MarkingCancel;None;;
0;B06;10000;BodyArmAll;;cShop;10000;0;0;1;Cloth;Clt_PRK000;PRK000;9000;Finish;2;RespawnTime_Save;None;;
0;B06;10001;BodyArmAll;;cShop;10001;0;0;1;Cloth;Clt_PRK001;PRK001;2800;Finish;1;SpecialTime_Up;None;;
0;B04;10002;BodyArmAll;;cShop;10002;0;0;1;Cloth;Clt_PRK002;PRK002;2800;Finish;1;SquidMoveSpatter_Reduction;None;;
0;B99;25000;BodyArmAll;;cOther;25000;0;0;0;Cloth;Clt_AMB000;AMB000;0;Finish;1;InkRecovery_Up;None;;
0;B99;25001;BodyArmAll;;cOther;25001;0;0;1;Yoroi;Clt_AMB001;AMB001;0;Finish;1;SpecialIncrease_Up;None;;
0;B99;25002;BodyArmAll;;cOther;25002;0;0;1;PoweredSuits;Clt_AMB002;AMB002;0;Finish;1;RespawnTime_Save;None;;
0;B00;26000;Body;;cOther;26000;0;0;1;Cloth;Clt_HAP000;HAP000;0;Finish;2;RespawnSpecialGauge_Save;None;;
0;B98;27000;BodyArmAll;;cOther;27000;0;0;1;Cloth;Clt_MSN000;MSN000;0;Finish;1;SquidMove_Up;None;;
0;B98;27001;BodyArmAll;;cImpossible;27001;0;0;1;Cloth;Clt_MSN001;MSN001;0;Finish;0;BombDistance_Up;None;;
0;B98;27002;BodyArmAll;;cImpossible;27002;0;0;1;Cloth;Clt_MSN002;MSN002;0;Finish;0;BombDistance_Up;None;;
0;B98;27003;BodyArmAll;;cImpossible;27003;0;0;1;Cloth;Clt_MSN003;MSN003;0;Finish;0;BombDistance_Up;None;;
1;B98;27004;BodyArmAll;;cOther;27004;0;0;1;Cloth;Clt_MSN004;MSN004;0;Finish;2;SpecialIncrease_Up;None;;
0;B98;28000;None;;cOther;28000;0;0;0;Metal;Clt_RVL000;RVL000;0;Finish;1;SubInk_Save;None;;
1;B00;26001;Body;None;cImpossible;26001;0;0;1;Cloth;Test_Clt_HAP001_A;HAP001_A;0;NoModel;0;BombDistance_Up;None;;
1;B00;26002;Body;None;cImpossible;26002;0;0;1;Cloth;Test_Clt_HAP001_B;HAP001_B;0;NoModel;0;BombDistance_Up;None;;
1;B00;26033;Body;None;cImpossible;26033;0;0;1;Cloth;Test_Clt_HAP1001_A;HAP1001_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26034;Body;None;cImpossible;26034;0;0;1;Cloth;Test_Clt_HAP1001_B;HAP1001_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26035;Body;None;cImpossible;26035;0;0;1;Cloth;Test_Clt_HAP2001_A;HAP2001_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26036;Body;None;cImpossible;26036;0;0;1;Cloth;Test_Clt_HAP2001_B;HAP2001_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26037;Body;None;cImpossible;26037;0;0;1;Cloth;Test_Clt_HAP3001_A;HAP3001_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26038;Body;None;cImpossible;26038;0;0;1;Cloth;Test_Clt_HAP3001_B;HAP3001_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26039;Body;;cImpossible;26039;0;0;1;Cloth;Test_Clt_HAP1002_A;HAP1002_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26040;Body;;cImpossible;26040;0;0;1;Cloth;Test_Clt_HAP1002_B;HAP1002_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26041;Body;;cImpossible;26041;0;0;1;Cloth;Test_Clt_HAP2002_A;HAP2002_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26042;Body;;cImpossible;26042;0;0;1;Cloth;Test_Clt_HAP2002_B;HAP2002_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26043;Body;;cImpossible;26043;0;0;1;Cloth;Test_Clt_HAP3002_A;HAP3002_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26044;Body;;cImpossible;26044;0;0;1;Cloth;Test_Clt_HAP3002_B;HAP3002_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26045;Body;;cImpossible;26045;0;0;1;Cloth;Test_Clt_HAP1003_A;HAP1003_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26046;Body;;cImpossible;26046;0;0;1;Cloth;Test_Clt_HAP1003_B;HAP1003_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26047;Body;None;cImpossible;26047;0;0;1;Cloth;Test_Clt_HAP2003_A;HAP2003_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26048;Body;;cImpossible;26048;0;0;1;Cloth;Test_Clt_HAP2003_B;HAP2003_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26049;Body;;cImpossible;26049;0;0;1;Cloth;Test_Clt_HAP3003_A;HAP3003_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26050;Body;;cImpossible;26050;0;0;1;Cloth;Test_Clt_HAP3003_B;HAP3003_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26051;Body;;cImpossible;26051;0;0;1;Cloth;Test_Clt_HAP1012_A;HAP1012_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26052;Body;;cImpossible;26052;0;0;1;Cloth;Test_Clt_HAP1012_B;HAP1012_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26053;Body;;cImpossible;26053;0;0;1;Cloth;Test_Clt_HAP2004_A;HAP2004_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26054;Body;;cImpossible;26054;0;0;1;Cloth;Test_Clt_HAP2004_B;HAP2004_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26055;Body;;cImpossible;26055;0;0;1;Cloth;Test_Clt_HAP3004_A;HAP3004_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26056;Body;;cImpossible;26056;0;0;1;Cloth;Test_Clt_HAP3004_B;HAP3004_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26057;Body;;cImpossible;26057;0;0;1;Cloth;Test_Clt_HAP1005_A;HAP1005_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26058;Body;;cImpossible;26058;0;0;1;Cloth;Test_Clt_HAP1005_B;HAP1005_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26059;Body;;cImpossible;26059;0;0;1;Cloth;Test_Clt_HAP2005_A;HAP2005_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26060;Body;;cImpossible;26060;0;0;1;Cloth;Test_Clt_HAP2005_B;HAP2005_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26061;Body;;cImpossible;26061;0;0;1;Cloth;Test_Clt_HAP1007_A;HAP1007_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26062;Body;;cImpossible;26062;0;0;1;Cloth;Test_Clt_HAP1007_B;HAP1007_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26063;Body;;cImpossible;26063;0;0;1;Cloth;Test_Clt_HAP2006_A;HAP2006_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26064;Body;;cImpossible;26064;0;0;1;Cloth;Test_Clt_HAP2006_B;HAP2006_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26065;Body;;cImpossible;26065;0;0;1;Cloth;Test_Clt_HAP1008_A;HAP1008_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26066;Body;;cImpossible;26066;0;0;1;Cloth;Test_Clt_HAP1008_B;HAP1008_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26067;Body;;cImpossible;26067;0;0;1;Cloth;Test_Clt_HAP2007_A;HAP2007_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26068;Body;;cImpossible;26068;0;0;1;Cloth;Test_Clt_HAP2007_B;HAP2007_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26069;Body;;cImpossible;26069;0;0;1;Cloth;Test_Clt_HAP3007_A;HAP3007_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26070;Body;;cImpossible;26070;0;0;1;Cloth;Test_Clt_HAP3007_B;HAP3007_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26071;Body;;cImpossible;26071;0;0;1;Cloth;Test_Clt_HAP1009_A;HAP1009_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26072;Body;;cImpossible;26072;0;0;1;Cloth;Test_Clt_HAP1009_B;HAP1009_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26073;Body;;cImpossible;26073;0;0;1;Cloth;Test_Clt_HAP2008_A;HAP2008_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26074;Body;;cImpossible;26074;0;0;1;Cloth;Test_Clt_HAP2008_B;HAP2008_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26075;Body;;cImpossible;26075;0;0;1;Cloth;Test_Clt_HAP3008_A;HAP3008_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26076;Body;;cImpossible;26076;0;0;1;Cloth;Test_Clt_HAP3008_B;HAP3008_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26077;Body;;cImpossible;26077;0;0;1;Cloth;Test_Clt_HAP1015_A;HAP1015_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26078;Body;;cImpossible;26078;0;0;1;Cloth;Test_Clt_HAP1015_B;HAP1015_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26079;Body;;cImpossible;26079;0;0;1;Cloth;Test_Clt_HAP2009_A;HAP2009_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26080;Body;;cImpossible;26080;0;0;1;Cloth;Test_Clt_HAP2009_B;HAP2009_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26081;Body;;cImpossible;26081;0;0;1;Cloth;Test_Clt_HAP3009_A;HAP3009_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26082;Body;;cImpossible;26082;0;0;1;Cloth;Test_Clt_HAP3009_B;HAP3009_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26083;Body;;cImpossible;26083;0;0;1;Cloth;Test_Clt_HAP3010_A;HAP3010_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26084;Body;;cImpossible;26084;0;0;1;Cloth;Test_Clt_HAP3010_B;HAP3010_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26085;Body;;cImpossible;26085;0;0;1;Cloth;Test_Clt_HAP1011_A;HAP1011_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26086;Body;;cImpossible;26086;0;0;1;Cloth;Test_Clt_HAP1011_B;HAP1011_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26087;Body;;cImpossible;26087;0;0;1;Cloth;Test_Clt_HAP2011_A;HAP2011_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26088;Body;;cImpossible;26088;0;0;1;Cloth;Test_Clt_HAP2011_B;HAP2011_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26089;Body;;cImpossible;26089;0;0;1;Cloth;Test_Clt_HAP3011_A;HAP3011_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26090;Body;;cImpossible;26090;0;0;1;Cloth;Test_Clt_HAP3011_B;HAP3011_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26091;Body;;cImpossible;26091;0;0;1;Cloth;Test_Clt_HAP3012_A;HAP3012_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26092;Body;;cImpossible;26092;0;0;1;Cloth;Test_Clt_HAP3012_B;HAP3012_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26093;Body;;cImpossible;26093;0;0;1;Cloth;Test_Clt_HAP1013_A;HAP1013_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26094;Body;;cImpossible;26094;0;0;1;Cloth;Test_Clt_HAP1013_B;HAP1013_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26095;Body;;cImpossible;26095;0;0;1;Cloth;Test_Clt_HAP3013_A;HAP3013_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26096;Body;;cImpossible;26096;0;0;1;Cloth;Test_Clt_HAP3013_B;HAP3013_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26097;Body;;cImpossible;26097;0;0;1;Cloth;Test_Clt_HAP1017_A;HAP1017_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26098;Body;;cImpossible;26098;0;0;1;Cloth;Test_Clt_HAP1017_B;HAP1017_B;0;Finish;0;BombDistance_Up;None;;
